"yw","variable","syndrome","season","prop_raw","prop_adj","prop_adj_low","prop_adj_up","cum_prop_raw","cum_prop_adj","cum_prop_adj_low","cum_prop_adj_up","n_total","n_adj","n_weight","n_missing","total_adj","total_weight"
201418,"visit.emergency","covid.ecdc",2013,0,0,NA,NA,0.00525920360631104,0.00724358451291722,0.00317388469539599,0.0141036496037655,12,0,0,NA,12,10.4953621084143
201418,"visit.GP","covid.ecdc",2013,0,0,NA,NA,0.128850488354621,0.110670304103976,0.0967456423029726,0.12583951959316,12,0,0,NA,12,10.4953621084143
201418,"visit.hospital","covid.ecdc",2013,0,0,NA,NA,0.00826446280991736,0.0206388488467155,0.0120256803014559,0.0329246433506093,12,0,0,NA,12,10.4953621084143
201418,"visit.no","covid.ecdc",2013,0.833333333333333,0.929091779695911,0.740942170793828,0.993940679508267,0.871149511645379,0.879912060055994,0.862968441924242,0.895446654547153,12,10,9.75115465985969,NA,12,10.4953621084143
201418,"visit.other","covid.ecdc",2013,0,0,NA,NA,0.0262960180315552,0.0308969595379196,0.0219523685151305,0.0421682616426656,12,0,0,NA,12,10.4953621084143
201418,"visit.plan","covid.ecdc",2013,0,0,NA,NA,0.0105184072126221,0.0140271229329472,0.00785418729323615,0.0230672399021986,12,0,0,NA,12,10.4953621084143
201418,"visit.emergency","ili.ecdc",2013,0,0,NA,NA,0.00503778337531486,0.00726221891942742,0.00183347557812665,0.0192126855905466,2,0,0,NA,2,0.798361959427683
201418,"visit.GP","ili.ecdc",2013,0,0,NA,NA,0.17296389588581,0.147734610947909,0.124312386873973,0.173681400521748,2,0,0,NA,2,0.798361959427683
201418,"visit.hospital","ili.ecdc",2013,0,0,NA,NA,0.0151133501259446,0.0446539596116012,0.0255217359861777,0.0719349570656561,2,0,0,NA,2,0.798361959427683
201418,"visit.no","ili.ecdc",2013,1,1,NA,NA,0.81696053736356,0.802247161698685,0.768566518736911,0.832999147847303,2,2,0.798361959427683,NA,2,0.798361959427683
201418,"visit.other","ili.ecdc",2013,0,0,NA,NA,0.036943744752309,0.0503277705072537,0.032623882844027,0.0737592352241174,2,0,0,NA,2,0.798361959427683
201418,"visit.plan","ili.ecdc",2013,0,0,NA,NA,0.0117548278757347,0.017550922798434,0.00768386319215944,0.0340714447747201,2,0,0,NA,2,0.798361959427683
201518,"visit.emergency","covid.ecdc",2014,0,0,NA,NA,0.00233972859148339,0.00239978320474375,0.000984346278227251,0.00487919303343035,22,0,0,NA,22,11.1027053175106
201518,"visit.GP","covid.ecdc",2014,0.0909090909090909,0.070722184570923,0.00776924044681569,0.240882824302915,0.112774918109499,0.110080435011904,0.0993970927247692,0.12148812915311,22,2,0.785207574701555,NA,22,11.1027053175106
201518,"visit.hospital","covid.ecdc",2014,0,0,NA,NA,0.0042115114646701,0.00591372562950959,0.00323847742286282,0.00989851999612013,22,0,0,NA,22,11.1027053175106
201518,"visit.no","covid.ecdc",2014,0.909090909090909,0.929277815429077,0.759117175697085,0.992230759553184,0.891436593355171,0.893028600342215,0.881726313390936,0.903597138358112,22,20,10.3174977428091,NA,22,11.1027053175106
201518,"visit.other","covid.ecdc",2014,0,0,NA,NA,0.0187178287318671,0.0204462107179516,0.0155113077174291,0.0264252574934394,22,0,0,NA,22,11.1027053175106
201518,"visit.plan","covid.ecdc",2014,0,0,NA,NA,0.00935891436593355,0.00824375972223379,0.00564051369098338,0.0116261105853741,22,0,0,NA,22,11.1027053175106
201518,"visit.emergency","ili.ecdc",2014,0,0,NA,NA,0.00490436488474743,0.00373544875881435,0.00178992133778657,0.00686603014196974,8,0,0,NA,8,3.14083029880622
201518,"visit.GP","ili.ecdc",2014,0,0,NA,NA,0.120647376164787,0.121550069899347,0.105285497593011,0.139341068146296,8,0,0,NA,8,3.14083029880622
201518,"visit.hospital","ili.ecdc",2014,0,0,NA,NA,0.00588523786169691,0.00755723585426814,0.0034580002449249,0.0143062487521913,8,0,0,NA,8,3.14083029880622
201518,"visit.no","ili.ecdc",2014,1,1,NA,NA,0.860716037273173,0.856309735757925,0.837098054026521,0.87405145158433,8,8,3.14083029880622,NA,8,3.14083029880622
201518,"visit.other","ili.ecdc",2014,0,0,NA,NA,0.0333496812162825,0.0335380730477064,0.0248585425101822,0.044179419589543,8,0,0,NA,8,3.14083029880622
201518,"visit.plan","ili.ecdc",2014,0,0,NA,NA,0.0127513487003433,0.0113538633697663,0.00700430934444435,0.017374278890674,8,0,0,NA,8,3.14083029880622
201617,"visit.emergency","covid.ecdc",2015,0,0,NA,NA,0.00490329610460365,0.00558407315602977,0.00304238833716998,0.00938183210079924,32,0,0,NA,32,15.0977202450611
201617,"visit.GP","covid.ecdc",2015,0.0625,0.055473684740596,0.00651761862541004,0.188816171395856,0.105965676927268,0.104687851027464,0.093255540892731,0.117006182187519,32,2,0.837526173176236,NA,32,15.0977202450611
201617,"visit.hospital","covid.ecdc",2015,0,0,NA,NA,0.00490329610460365,0.00480462797088461,0.00262063381882492,0.00806709171240338,32,0,0,NA,32,15.0977202450611
201617,"visit.no","covid.ecdc",2015,0.8125,0.840402197715976,0.67487262719935,0.942772725942861,0.897303187142468,0.897440676434837,0.885206518270068,0.908781229693542,32,26,12.6881572744504,NA,32,15.0977202450611
