"season","yw","syndrome","incidence","type","upper","lower","count","part","method","active"
2011,201202,"covid.ecdc",0.211599367927718,"adj",0.349000978373321,0.118430559947072,15,39,"w0",NA
2011,201202,"ili.ecdc",0.0669160394301331,"adj",0.156159713900769,0.0217274558590897,5,41,"w1_s2_if2_ex",NA
2011,201203,"covid.ecdc",0.521839214327349,"adj",0.742161868089173,0.332421545349444,97,189,"w0",NA
2011,201203,"ili.ecdc",0.320979816206577,"adj",0.580087237605848,0.115225965642778,42,193,"w1_s2_if2_ex",NA
2011,201204,"covid.ecdc",0.328810953339867,"adj",0.408606124430904,0.256787232543255,210,703,"w0",NA
2011,201204,"ili.ecdc",0.10773480139594,"adj",0.155846233178724,0.0670477347355384,79,731,"w1_s2_if2_ex",NA
2011,201205,"covid.ecdc",0.279322549540475,"adj",0.363588398747016,0.20304859240102,222,921,"w0",NA
2011,201205,"ili.ecdc",0.0744350586132652,"adj",0.113501304964066,0.0417022182380952,71,1102,"w1_s2_if2_ex",NA
2011,201206,"covid.ecdc",0.195932593073402,"adj",0.24039966405854,0.155157500552878,293,1257,"w0",NA
2011,201206,"ili.ecdc",0.0578810628890698,"adj",0.0820333721905527,0.0370081134434519,104,1536,"w1_s2_if2_ex",NA
2011,201207,"covid.ecdc",0.225613501711376,"adj",0.283976170125791,0.171273132772655,431,2061,"w0",NA
2011,201207,"ili.ecdc",0.0696291013290186,"adj",0.100553209527696,0.0421635979266521,157,2480,"w1_s2_if2_ex",NA
2011,201208,"covid.ecdc",0.180529609497582,"adj",0.239298050063097,0.126265077333838,346,2156,"w0",NA
2011,201208,"ili.ecdc",0.0410434575622066,"adj",0.0561388345105512,0.0276842200968948,148,2827,"w1_s2_if2_ex",NA
2011,201209,"covid.ecdc",0.138535253122265,"adj",0.18984077192833,0.0917494252519288,259,2162,"w0",NA
2011,201209,"ili.ecdc",0.034327242805973,"adj",0.0576813064611068,0.0144011032228342,88,2913,"w1_s2_if2_ex",NA
2011,201210,"covid.ecdc",0.103663256949934,"adj",0.143579028246466,0.0675661891393811,218,2230,"w0",NA
2011,201210,"ili.ecdc",0.020356424311754,"adj",0.0383687108330618,0.00571180865965488,52,2879,"w1_s2_if2_ex",NA
2011,201211,"covid.ecdc",0.0942515577067733,"adj",0.139648315896468,0.0535156065258178,188,2199,"w0",NA
2011,201211,"ili.ecdc",0.0129933793957511,"adj",0.0169571772785147,0.00975199526904474,55,2818,"w1_s2_if2_ex",NA
2011,201212,"covid.ecdc",0.0839213327823173,"adj",0.128233898419625,0.0443548103720596,172,2144,"w0",NA
2011,201212,"ili.ecdc",0.014065683215189,"adj",0.0183361104978016,0.010567186042584,56,2754,"w1_s2_if2_ex",NA
2011,201213,"covid.ecdc",0.108579764790094,"adj",0.167905476060337,0.0557160735725251,166,2102,"w0",NA
2011,201213,"ili.ecdc",0.00966239621832149,"adj",0.0132423377857987,0.00684452050091274,39,2698,"w1_s2_if2_ex",NA
2011,201214,"covid.ecdc",0.103785525070607,"adj",0.1552907381758,0.0575817053855182,187,2044,"w0",NA
2011,201214,"ili.ecdc",0.0224929420995421,"adj",0.0436258065655987,0.00527711437612883,53,2629,"w1_s2_if2_ex",NA
2011,201215,"covid.ecdc",0.0920228384323108,"adj",0.146243911232572,0.0441191149605759,144,1975,"w0",NA
2011,201215,"ili.ecdc",0.0113686013357177,"adj",0.0152811048537535,0.00824504435548763,44,2556,"w1_s2_if2_ex",NA
2011,201216,"covid.ecdc",0.0384398360576382,"adj",0.0464974655089935,0.0314617931357517,107,1918,"w0",NA
2011,201216,"ili.ecdc",0.0101179306376552,"adj",0.013990409825606,0.00708940910454125,37,2516,"w1_s2_if2_ex",NA
2011,201217,"covid.ecdc",0.0583168279445884,"adj",0.10595418218031,0.0179460261212504,81,1937,"w0",NA
2011,201217,"ili.ecdc",0.00555260752718126,"adj",0.00857555198224052,0.00339167693029356,20,2332,"w1_s2_if2_ex",NA
