"yw","variable","syndrome","season","prop_raw","prop_adj","prop_adj_low","prop_adj_up","cum_prop_raw","cum_prop_adj","cum_prop_adj_low","cum_prop_adj_up","n_total","n_adj","n_weight","n_missing","total_adj","total_weight"
201316,"visit.emergency","covid.ecdc",2012,0.125,0.488921399872625,0.105233164068339,0.883237731482266,0.0194264569842738,0.0530773098793354,0.0224987501985538,0.103781620858461,16,2,8.45768009597256,NA,16,17.2986498406001
201316,"visit.GP","covid.ecdc",2012,0.125,0.488921399872625,0.105233164068339,0.883237731482266,0.158186864014801,0.233858040105211,0.181029022616499,0.293603345544293,16,2,8.45768009597256,NA,16,17.2986498406001
201316,"visit.no","covid.ecdc",2012,0.875,0.511078600127375,0.116762268517734,0.894766835931661,0.820536540240518,0.760189361867208,0.704336297015755,0.810159214674693,16,14,8.84096974462752,NA,16,17.2986498406001
201316,"visit.other","covid.ecdc",2012,0,0,NA,NA,0.0166512488436633,0.0231960247219882,0.00908885396892493,0.0480900539668644,16,0,0,NA,16,17.2986498406001
201316,"visit.plan","covid.ecdc",2012,0,0,NA,NA,0.00925069380203515,0.00526457665537836,0.00249620438997097,0.00974105428057681,16,0,0,NA,16,17.2986498406001
201316,"visit.emergency","ili.ecdc",2012,0,0,NA,NA,0.0163636363636364,0.0292805092924758,0.00688974393089774,0.0787510673334061,4,0,0,NA,4,5.89829801203243
201316,"visit.GP","ili.ecdc",2012,0,0,NA,NA,0.163636363636364,0.242340713134849,0.168267436057337,0.329750463347424,4,0,0,NA,4,5.89829801203243
201316,"visit.no","ili.ecdc",2012,1,1,NA,NA,0.82,0.767920885543454,0.685901197553514,0.837366068236663,4,4,5.89829801203243,NA,4,5.89829801203243
201316,"visit.other","ili.ecdc",2012,0,0,NA,NA,0.0109090909090909,0.00721058034641146,0.00259318400262118,0.0158275342502531,4,0,0,NA,4,5.89829801203243
201316,"visit.plan","ili.ecdc",2012,0,0,NA,NA,0.0181818181818182,0.0117709625168482,0.00552004463045442,0.0218984021702505,4,0,0,NA,4,5.89829801203243
201417,"visit.emergency","covid.ecdc",2013,0,0,NA,NA,0.0166163141993958,0.0224095046508158,0.00972811601862309,0.0436631041332772,4,0,0,NA,4,1.15599667683657
201417,"visit.GP","covid.ecdc",2013,0,0,NA,NA,0.182779456193353,0.256610871795853,0.201975117925546,0.317512941174534,4,0,0,NA,4,1.15599667683657
201417,"visit.no","covid.ecdc",2013,1,1,NA,NA,0.802114803625378,0.734351953211218,0.682780903046611,0.781591934980411,4,4,1.15599667683657,NA,4,1.15599667683657
201417,"visit.other","covid.ecdc",2013,0,0,NA,NA,0.0166163141993958,0.0475654576126899,0.0223290005343402,0.0874856045183732,4,0,0,NA,4,1.15599667683657
201417,"visit.plan","covid.ecdc",2013,0,0,NA,NA,0.0317220543806647,0.0306163717523021,0.0163793831788263,0.0518327936364236,4,0,0,NA,4,1.15599667683657
201417,"visit.hospital","covid.ecdc",2013,0,0,NA,NA,0.00302114803625378,0.00780697730005077,0.00125586796695417,0.0251308777407832,4,0,0,NA,4,1.15599667683657
201417,"visit.emergency","ili.ecdc",2013,0,0,NA,NA,0.0269360269360269,0.0268468210784152,0.00967124022005524,0.0583317738123018,2,0,0,NA,2,0.577998338418284
201417,"visit.GP","ili.ecdc",2013,0,0,NA,NA,0.191919191919192,0.230269936127805,0.169717371372566,0.300322039201344,2,0,0,NA,2,0.577998338418284
201417,"visit.no","ili.ecdc",2013,1,1,NA,NA,0.750841750841751,0.638372003991839,0.558995121301537,0.712546718810167,2,2,0.577998338418284,NA,2,0.577998338418284
201417,"visit.other","ili.ecdc",2013,0,0,NA,NA,0.0269360269360269,0.0971928623950864,0.0448608863261248,0.177803869216459,2,0,0,NA,2,0.577998338418284
201417,"visit.plan","ili.ecdc",2013,0,0,NA,NA,0.0437710437710438,0.0463754261622997,0.0224766654133189,0.0835895182841858,2,0,0,NA,2,0.577998338418284
201417,"visit.hospital","ili.ecdc",2013,0,0,NA,NA,0.00673400673400673,0.016781652300566,0.00271230021686507,0.0534207129287784,2,0,0,NA,2,0.577998338418284
201518,"visit.emergency","covid.ecdc",2014,0,0,NA,NA,0.0403551251008878,0.100314265586655,0.0652206557420765,0.14577167823122,4,0,0,NA,4,3.27582328151503
201518,"visit.GP","covid.ecdc",2014,0.5,0.19427885701257,0.00916531514613004,0.651245157824211,0.25181598062954,0.316656288794037,0.267322384789473,0.369246753469394,4,2,0.636423202907907,NA,4,3.27582328151503
201518,"visit.no","covid.ecdc",2014,0.5,0.80572114298743,0.348754842175789,0.99083468485387,0.738498789346247,0.633191825095085,0.579562649035471,0.684482891485691,4,2,2.63940007860712,NA,4,3.27582328151503
201518,"visit.other","covid.ecdc",2014,0,0,NA,NA,0.0193704600484262,0.0108962009305963,0.00690458904704108,0.0163324205166233,4,0,0,NA,4,3.27582328151503
201518,"visit.plan","covid.ecdc",2014,0,0,NA,NA,0.0290556900726392,0.0290942555156496,0.0160422043007944,0.0482335740353801,4,0,0,NA,4,3.27582328151503
201518,"visit.hospital","covid.ecdc",2014,0,0,NA,NA,0.00322841000807102,0.00182418060771823,0.000493261098511323,0.00468293952573864,4,0,0,NA,4,3.27582328151503
201617,"visit.emergency","covid.ecdc",2015,0,NA,NA,NA,0.0752427184466019,0.16970583723044,0.11414965315038,0.238388071516765,4,NA,NA,NA,NA,NA
201617,"visit.GP","covid.ecdc",2015,0,NA,NA,NA,0.213592233009709,0.264364898925251,0.20498316052549,0.330794480990569,4,NA,NA,NA,NA,NA
201617,"visit.no","covid.ecdc",2015,1,NA,NA,NA,0.739077669902913,0.63854191306518,0.566524639797679,0.706239301796071,4,NA,NA,NA,NA,NA
