"yw","variable","syndrome","season","prop_raw","prop_adj","prop_adj_low","prop_adj_up","cum_prop_raw","cum_prop_adj","cum_prop_adj_low","cum_prop_adj_up","n_total","n_adj","n_weight","n_missing","total_adj","total_weight"
201217,"visit.emergency","covid.ecdc",2011,0,0,NA,NA,0.00985792983473471,0.0140741392052314,0.00857194007051572,0.0217407075309004,2,0,0,NA,2,0.223354227886599
201217,"visit.GP","covid.ecdc",2011,0,0,NA,NA,0.257175993041461,0.293899753296991,0.272800769123398,0.315680761510645,2,0,0,NA,2,0.223354227886599
201217,"visit.hospital","covid.ecdc",2011,0,0,NA,NA,0.00173963467671789,0.00145116381764164,0.000483072597682779,0.00333749970083792,2,0,0,NA,2,0.223354227886599
201217,"visit.no","covid.ecdc",2011,1,1,NA,NA,0.724847781965787,0.678600541812229,0.656303541906263,0.700305229498086,2,2,0.223354227886599,NA,2,0.223354227886599
201217,"visit.other","covid.ecdc",2011,0,0,NA,NA,0.0324731806320673,0.0308625834189661,0.0240666712684325,0.0389313594398365,2,0,0,NA,2,0.223354227886599
201217,"visit.plan","covid.ecdc",2011,0,0,NA,NA,0.015656712090461,0.021851720451286,0.0148176531007153,0.0310031263225861,2,0,0,NA,2,0.223354227886599
201318,"visit.emergency","covid.ecdc",2012,0,0,NA,NA,0.0074949553185356,0.0102845931020282,0.00611364067100888,0.0161910435419715,2,0,0,NA,2,0.761635171490441
201318,"visit.GP","covid.ecdc",2012,0,0,NA,NA,0.290285384837129,0.311434639202689,0.29225362535692,0.331112076716188,2,0,0,NA,2,0.761635171490441
201318,"visit.hospital","covid.ecdc",2012,0,0,NA,NA,0.000576535024502739,0.000740018230097903,8.68586520038533e-05,0.00270049567228312,2,0,0,NA,2,0.761635171490441
201318,"visit.no","covid.ecdc",2012,1,1,NA,NA,0.705967137503603,0.687103005018253,0.667456126990558,0.706259933487421,2,2,0.761635171490441,NA,2,0.761635171490441
201318,"visit.other","covid.ecdc",2012,0,0,NA,NA,0.0207552608820986,0.0212612836923494,0.0158767208745331,0.0278513887615234,2,0,0,NA,2,0.761635171490441
201318,"visit.plan","covid.ecdc",2012,0,0,NA,NA,0.00864802536754108,0.00580284664428828,0.00378890805464404,0.00850013270437899,2,0,0,NA,2,0.761635171490441
201417,"visit.emergency","covid.ecdc",2013,0,0,NA,NA,0.00501410216233156,0.00683506224180793,0.00336521296436907,0.012324443342668,25,0,0,NA,24,11.1116009416081
201417,"visit.GP","covid.ecdc",2013,0.32,0.290580837202057,0.125223314695452,0.510120030227353,0.272015042306487,0.297764866209913,0.277614153828114,0.31852029024657,25,8,3.22881830426765,NA,24,11.1116009416081
201417,"visit.hospital","covid.ecdc",2013,0,0,NA,NA,0.00313381385145722,0.00486198456178266,0.00196635030752569,0.00996237379749143,25,0,0,NA,24,11.1116009416081
201417,"visit.no","covid.ecdc",2013,0.6,0.5085164651036,0.279080338780002,0.735345127543613,0.725791287997493,0.688129243573787,0.666956717129737,0.708730143019592,25,14,5.65043203246839,NA,24,11.1116009416081
201417,"visit.other","covid.ecdc",2013,0.08,0.200902697694343,0.0303950780883246,0.534015912322779,0.0244437480413663,0.0247942894351013,0.018507197943848,0.0324844884148412,25,2,2.23235060487207,NA,24,11.1116009416081
201417,"visit.plan","covid.ecdc",2013,0,0,NA,NA,0.0134753995612661,0.015647053421067,0.010492645736735,0.0224135365944381,25,0,0,NA,24,11.1116009416081
201417,"visit.emergency","ili.ecdc",2013,0,0,NA,NA,0.00836820083682008,0.0129713259630577,0.00565205122792778,0.025296243420795,8,0,0,NA,8,3.22881830426765
201417,"visit.GP","ili.ecdc",2013,0.5,0.5,0.156908221294846,0.843091778705154,0.303347280334728,0.337248463535374,0.305970119945519,0.369625657939324,8,4,1.61440915213383,NA,8,3.22881830426765
201417,"visit.hospital","ili.ecdc",2013,0,0,NA,NA,0.00418410041841004,0.00869493966158034,0.00277209773909533,0.0203980233285574,8,0,0,NA,8,3.22881830426765
201417,"visit.no","ili.ecdc",2013,0.5,0.5,0.156908221294846,0.843091778705154,0.667364016736402,0.615559223306406,0.582373118542357,0.647962617381032,8,4,1.61440915213383,NA,8,3.22881830426765
201417,"visit.other","ili.ecdc",2013,0,0,NA,NA,0.0278940027894003,0.0315284398325495,0.0203498062803213,0.0464671701671846,8,0,0,NA,8,3.22881830426765
201417,"visit.plan","ili.ecdc",2013,0,0,NA,NA,0.0153417015341702,0.0191980435279352,0.0107501233299036,0.0315382488035849,8,0,0,NA,8,3.22881830426765
201518,"visit.emergency","covid.ecdc",2014,0,0,NA,NA,0.00760869565217391,0.00750485730371753,0.00431642406360512,0.0121153997033594,36,0,0,NA,34,22.9960389240569
201518,"visit.GP","covid.ecdc",2014,0.25,0.397096765997495,0.182134751664283,0.645931690150893,0.26820652173913,0.292127789089518,0.273320920020429,0.311481881969354,36,8,9.13165268749551,NA,34,22.9960389240569
201518,"visit.hospital","covid.ecdc",2014,0,0,NA,NA,0.00298913043478261,0.00333405547390398,0.00130337486308779,0.00697867308177624,36,0,0,NA,34,22.9960389240569
201518,"visit.no","covid.ecdc",2014,0.75,0.602903234002505,0.354068309849107,0.817865248335717,0.723369565217391,0.700842047578121,0.681420188790472,0.719738092343069,36,26,13.8643862365614,NA,34,22.9960389240569
201518,"visit.other","covid.ecdc",2014,0,0,NA,NA,0.0209239130434783,0.021664590112624,0.0161362605941072,0.0284412975216801,36,0,0,NA,34,22.9960389240569
201518,"visit.plan","covid.ecdc",2014,0,0,NA,NA,0.0111413043478261,0.0145342727415425,0.00957561402751543,0.0211183615515489,36,0,0,NA,34,22.9960389240569
201518,"visit.emergency","ili.ecdc",2014,0,0,NA,NA,0.00684540787221905,0.00969514465544887,0.00382641548435831,0.0201246008142637,11,0,0,NA,10,6.51040450841532
201518,"visit.GP","ili.ecdc",2014,0.0909090909090909,0,NA,NA,0.299486594409584,0.334907055093964,0.306514477830342,0.364219666488537,11,0,0,NA,10,6.51040450841532
201518,"visit.hospital","ili.ecdc",2014,0,0,NA,NA,0.00228180262407302,0.00439008411979276,0.000872219453158803,0.0129918712088379,11,0,0,NA,10,6.51040450841532
201518,"visit.no","ili.ecdc",2014,0.909090909090909,1,1,1,0.675413576725613,0.642447477646672,0.612933366831302,0.671177171628146,11,10,6.51040450841532,NA,10,6.51040450841532
201518,"visit.other","ili.ecdc",2014,0,0,NA,NA,0.0199657729606389,0.0199368749436634,0.0127984486945183,0.0295492510675153,11,0,0,NA,10,6.51040450841532
201518,"visit.plan","ili.ecdc",2014,0,0,NA,NA,0.0131203650884199,0.0193936216518097,0.010859475980684,0.0318586933125803,11,0,0,NA,10,6.51040450841532
201617,"visit.emergency","covid.ecdc",2015,0,0,NA,NA,0.00856164383561644,0.0124330043134516,0.00718608322214817,0.019981067144426,40,0,0,NA,40,20.1730427109838
201617,"visit.GP","covid.ecdc",2015,0.25,0.203274670599326,0.090814118636417,0.364296929300332,0.225342465753425,0.254531310550663,0.23386297462816,0.276059306989458,40,10,4.10066861206136,NA,40,20.1730427109838
201617,"visit.hospital","covid.ecdc",2015,0,0,NA,NA,0.00205479452054795,0.00182628426365643,0.000654004333904009,0.00402879458642815,40,0,0,NA,40,20.1730427109838
201617,"visit.no","covid.ecdc",2015,0.65,0.706830325921363,0.524696732966574,0.850687250001,0.761986301369863,0.726857455040124,0.704867473496202,0.748051948626862,40,26,14.2589183542302,NA,40,20.1730427109838
201617,"visit.other","covid.ecdc",2015,0,0,NA,NA,0.0229452054794521,0.0240094027745991,0.0175073270087002,0.0320845651198813,40,0,0,NA,40,20.1730427109838
201617,"visit.plan","covid.ecdc",2015,0.05,0.0377932223733384,0.00427837065456964,0.133150793990978,0.011986301369863,0.0128066555192624,0.00811727237739814,0.0191875645413319,40,2,0.762404289123064,NA,40,20.1730427109838
201617,"visit.emergency","ili.ecdc",2015,0,0,NA,NA,0.0118389897395422,0.0127926427554913,0.00577195240383386,0.0243990391784127,14,0,0,NA,14,5.62547719030749
201617,"visit.GP","ili.ecdc",2015,0,0,NA,NA,0.261247040252565,0.310757098753871,0.276713607937765,0.346395781209743,14,0,0,NA,14,5.62547719030749
201617,"visit.hospital","ili.ecdc",2015,0,0,NA,NA,0.00315706393054459,0.00277966357900587,0.000735950355645984,0.00720682840358877,14,0,0,NA,14,5.62547719030749
201617,"visit.no","ili.ecdc",2015,1,1,NA,NA,0.722967640094712,0.671505237822103,0.635567949098188,0.706007651569655,14,14,5.62547719030749,NA,14,5.62547719030749
201617,"visit.other","ili.ecdc",2015,0,0,NA,NA,0.0173638516179953,0.0209658592691588,0.0114881509615796,0.0349713156316422,14,0,0,NA,14,5.62547719030749
201617,"visit.plan","ili.ecdc",2015,0,0,NA,NA,0.00868192580899763,0.00948872835014616,0.003626009067988,0.0200817316926918,14,0,0,NA,14,5.62547719030749
201717,"visit.emergency","covid.ecdc",2016,0,0,NA,NA,0.00888888888888889,0.0143641567202955,0.00530395168733843,0.030951063046352,20,0,0,NA,16,7.34334837428151
201717,"visit.GP","covid.ecdc",2016,0,0,NA,NA,0.268444444444444,0.284225132835492,0.2583995951245,0.311150667553026,20,0,0,NA,16,7.34334837428151
201717,"visit.hospital","covid.ecdc",2016,0,0,NA,NA,0.00133333333333333,0.000711334774865287,8.59590968397242e-05,0.00256930764086307,20,0,0,NA,16,7.34334837428151
201717,"visit.no","covid.ecdc",2016,0.9,0.875,0.616429086105329,0.984500326102931,0.715555555555556,0.685740539770615,0.657942462385109,0.712579341849661,20,14,6.42542982749632,NA,16,7.34334837428151
201717,"visit.other","covid.ecdc",2016,0,0,NA,NA,0.0262222222222222,0.0341299279506816,0.0238304336704463,0.0472376750614245,20,0,0,NA,16,7.34334837428151
201717,"visit.plan","covid.ecdc",2016,0.1,0.125,0.0154996738970692,0.383570913894671,0.012,0.0195315317851348,0.0112599709708837,0.0314097582597843,20,2,0.917918546785188,NA,16,7.34334837428151
201717,"visit.emergency","ili.ecdc",2016,0,0,NA,NA,0.00847457627118644,0.0211320843522906,0.00418287668367503,0.0617095054150131,6,0,0,NA,4,1.83583709357038
201717,"visit.GP","ili.ecdc",2016,0,0,NA,NA,0.307909604519774,0.33579040944644,0.295586829125637,0.377843714306252,6,0,0,NA,4,1.83583709357038
201717,"visit.hospital","ili.ecdc",2016,0,0,NA,NA,0.000941619585687382,0,NA,NA,6,0,0,NA,4,1.83583709357038
201717,"visit.no","ili.ecdc",2016,1,1,NA,NA,0.68361581920904,0.65213466251783,0.609757745473128,0.692794343767029,6,4,1.83583709357038,NA,4,1.83583709357038
