"yw","variable","syndrome","season","prop_raw","prop_adj","prop_adj_low","prop_adj_up","cum_prop_raw","cum_prop_adj","cum_prop_adj_low","cum_prop_adj_up","n_total","n_adj","n_weight","n_missing","total_adj","total_weight"
201415,"visit.emergency","covid.ecdc",2013,0,0,NA,NA,0.0106007067137809,0.0135867294734334,0.00357468605394779,0.0350750492150751,4,0,0,NA,2,0.640136090824306
201415,"visit.GP","covid.ecdc",2013,0,0,NA,NA,0.163722025912839,0.197744996898396,0.157373042024737,0.243296903638074,4,0,0,NA,2,0.640136090824306
201415,"visit.no","covid.ecdc",2013,0.75,1,NA,NA,0.824499411071849,0.77248095640101,0.723498955470591,0.816517362641727,4,2,0.640136090824306,NA,2,0.640136090824306
201415,"visit.other","covid.ecdc",2013,0,0,NA,NA,0.0141342756183746,0.00825798744065422,0.00422985892994042,0.0144852040904901,4,0,0,NA,2,0.640136090824306
201415,"visit.plan","covid.ecdc",2013,0.25,0,NA,NA,0.0153121319199058,0.00829549097992841,0.00425021081352451,0.0145481401972896,4,0,0,NA,2,0.640136090824306
201415,"visit.hospital","covid.ecdc",2013,0,0,NA,NA,0.00235571260306243,0.00610771048283189,0.00073937679837265,0.0218998572564179,4,0,0,NA,2,0.640136090824306
201415,"visit.emergency","ili.ecdc",2013,0,0,NA,NA,0.013986013986014,0.0220045192601466,0.00377904208668312,0.0680368651371531,6,0,0,NA,4,1.28027218164861
201415,"visit.GP","ili.ecdc",2013,0,0,NA,NA,0.181818181818182,0.263278200933009,0.19529300328935,0.340716937868287,6,0,0,NA,4,1.28027218164861
201415,"visit.no","ili.ecdc",2013,0.833333333333333,1,NA,NA,0.822843822843823,0.722645981214978,0.643500653347036,0.792725128976258,6,4,1.28027218164861,NA,4,1.28027218164861
201415,"visit.other","ili.ecdc",2013,0,0,NA,NA,0.00932400932400932,0.00548839289371936,0.00147288263775727,0.0141084156356955,6,0,0,NA,4,1.28027218164861
201415,"visit.plan","ili.ecdc",2013,0.166666666666667,0,NA,NA,0.0163170163170163,0.00842929742760511,0.00304467825557858,0.0184459007702296,6,0,0,NA,4,1.28027218164861
201517,"visit.emergency","covid.ecdc",2014,0,0,NA,NA,0.008,0.0147308878973523,0.00328839143208139,0.0410419794104873,7,0,0,NA,6,1.81393495889541
201517,"visit.GP","covid.ecdc",2014,0.142857142857143,0,NA,NA,0.233333333333333,0.250529587286534,0.199628756311969,0.307080075060917,7,0,0,NA,6,1.81393495889541
201517,"visit.no","covid.ecdc",2014,0.857142857142857,1,NA,NA,0.769333333333333,0.736139622670922,0.678318472085562,0.788520634664236,7,6,1.81393495889541,NA,6,1.81393495889541
201517,"visit.other","covid.ecdc",2014,0.142857142857143,0,NA,NA,0.0186666666666667,0.0193245949510075,0.00668857580129421,0.0430957318741968,7,0,0,NA,6,1.81393495889541
201517,"visit.plan","covid.ecdc",2014,0,0,NA,NA,0.008,0.0107123148434754,0.00271464568996471,0.0282192756895056,7,0,0,NA,6,1.81393495889541
201517,"visit.hospital","covid.ecdc",2014,0,0,NA,NA,0.00666666666666667,0.0150071188287852,0.00244005339130443,0.0477483438125184,7,0,0,NA,6,1.81393495889541
201517,"visit.emergency","ili.ecdc",2014,0,0,NA,NA,0.00537634408602151,0.00366330204850635,0.000435315080208372,0.0132615232771485,5,0,0,NA,4,1.20928997259694
201517,"visit.GP","ili.ecdc",2014,0.2,0,NA,NA,0.271505376344086,0.306939681514907,0.230308712024303,0.392303858833535,5,0,0,NA,4,1.20928997259694
201517,"visit.no","ili.ecdc",2014,0.8,1,1,1,0.728494623655914,0.652340528907187,0.564120848278297,0.733484392700377,5,4,1.20928997259694,NA,4,1.20928997259694
201517,"visit.other","ili.ecdc",2014,0.2,0,NA,NA,0.0241935483870968,0.0556271911766635,0.0188831605648396,0.123052290577106,5,0,0,NA,4,1.20928997259694
201517,"visit.plan","ili.ecdc",2014,0,0,NA,NA,0.00537634408602151,0.00358380330613425,0.000425808764289618,0.012975657835659,5,0,0,NA,4,1.20928997259694
201517,"visit.hospital","ili.ecdc",2014,0,0,NA,NA,0.00537634408602151,0.029910420615582,0.00372362595159238,0.103141210179085,5,0,0,NA,4,1.20928997259694
201617,"visit.emergency","covid.ecdc",2015,0,0,NA,NA,0.0115511551155116,0.0134553143578689,0.00663298512371243,0.0241985564499425,6,0,0,NA,6,4.13660265533502
201617,"visit.GP","covid.ecdc",2015,0.333333333333333,0.158318134963833,0.0100106252295639,0.538806726433321,0.183993399339934,0.183403650766941,0.153194742624533,0.216773483874559,6,2,0.65489921747908,NA,6,4.13660265533502
201617,"visit.no","covid.ecdc",2015,0.666666666666667,0.841681865036167,0.461193273566679,0.989989374770436,0.834158415841584,0.84378591367319,0.814431633018368,0.870146462772388,6,4,3.48170343785594,NA,6,4.13660265533502
201617,"visit.other","covid.ecdc",2015,0,0,NA,NA,0.0115511551155116,0.0179046403279349,0.00827327046278359,0.0335717316888496,6,0,0,NA,6,4.13660265533502
201617,"visit.plan","covid.ecdc",2015,0,0,NA,NA,0.00825082508250825,0.00487358347181756,0.00232657086797815,0.00897766406728684,6,0,0,NA,6,4.13660265533502
201617,"visit.hospital","covid.ecdc",2015,0,0,NA,NA,0.0033003300330033,0.00196473856088435,0.000533233011670715,0.0050339321153351,6,0,0,NA,6,4.13660265533502
201617,"visit.emergency","ili.ecdc",2015,0,0,NA,NA,0.0123456790123457,0.020069760693511,0.00805886904584866,0.0410572320536151,6,0,0,NA,6,4.13660265533502
201617,"visit.GP","ili.ecdc",2015,0.333333333333333,0.158318134963833,0.00999406112277764,0.538971079929919,0.191358024691358,0.206177956832773,0.161829566252986,0.256436211334135,6,2,0.65489921747908,NA,6,4.13660265533502
201617,"visit.no","ili.ecdc",2015,0.666666666666667,0.841681865036167,0.461028920070081,0.990005938877222,0.820987654320988,0.818156781422986,0.772581452566146,0.857996731839606,6,4,3.48170343785594,NA,6,4.13660265533502
